year,country,area,activity,sex,age,fatal
2018,USA,California,Paddling,F,57,N
2018,USA,Georgia,Standing,F,11,N
2018,USA,Hawaii,Surfing,M,48,N
2018,AUSTRALIA,New South Wales,Surfing,M,,N
2018,MEXICO,Colima,Free diving,M,,N
2018,AUSTRALIA,New South Wales,Kite surfing,M,,N
2018,BRAZIL,Pernambuco,Swimming,M,18,Y
2018,USA,Florida,Fishing,M,52,N
2018,USA,Florida,Walking,M,15,N
2018,USA,Florida,Standing,M,12,N
2018,AUSTRALIA,Queensland,Feeding sharks,M,32,N
2018,USA,South Carolina,Boogie boarding,M,10,N
2018,USA,South Carolina,Swimming,M,10,N
2018,ENGLAND,Cornwall,Fishing,M,21,N
2018,AUSTRALIA,Westerm Australia,Feeding sharks,F,34,N
2018,SOUTH AFRICA,Eastern Cape Province,Surfing,M,,N
2018,AUSTRALIA,New South Wales,Surfing,M,,N
2018,THAILAND,Hua Hin,Swimming,M,,N
2018,COSTA RICA,Cocos Island,Scuba diving,M,30,N
2018,AUSTRALIA,Western Australia,Surfing,M,,N
2018,AUSTRALIA,New South Wales,Surfing,M,,N
2018,AUSTRALIA,Western Australia,Surfing,M,60,N
2018,AUSTRALIA,Western Australia,Surfing,M,,N
2018,MALDIVES,Alifu Alifu Atoll,Fishing,M,32,N
2018,SOUTH AFRICA,Western Cape Province,Paddle-skiing,M,33,N
2018,USA,Hawaii,Body boarding,M,29,N
2018,THAILAND,Hua Hin,Swimming,M,54,N
2018,BRAZIL,Pernambuco,Swimming,M,34,No informed
2018,AUSTRALIA,Western Australia,Surfing,M,41,N
2018,AUSTRALIA,Western Australia,Surfing,M,37,N
2018,BAHAMAS,New Providence,Surfing,M,,N
2018,BRAZIL,Alagoas,Fishing,M,56,N
2018,NEW CALEDONIA,,Windsurfing,,,N
2018,BAHAMAS,,Swimming,M,12,N
2018,SOUTH AFRICA,Eastern Cape Province,Surfing,M,19,N
2018,USA,Hawaii,Stand-Up Paddleboarding,M,25,N
2018,AUSTRALIA,Western Australia,Wading,M,10,N
2018,AUSTRALIA,Victoria,Swimming,M,69,N
2018,AUSTRALIA,Victoria,Surfing,M,18,N
2018,SOUTH AFRICA,KwaZulu-Natal,Scuba Diving,M,38,N
2018,AUSTRALIA,New South Wales,Swimming,F,55,N
2018,AUSTRALIA,Victoria,Kayak fishing for sharks,M,34,N
2018,AUSTRALIA,New South Wales,Walking,M,35,N
2018,AUSTRALIA,Queensland,Swimming,F,,N
2018,BRAZIL,"Boi Island, Victoria",Cleaning fish,F,46,N
2018,ECUADOR,Galapagos Islands,Snorkeling,M,45,N
2018,AUSTRALIA,Western Australia,Spearfishing,M,14,N
2018,AUSTRALIA,Western Australia,,M,18,N
2018,NEW CALEDONIA,,Spearfishing,M,40s,N
2018,AUSTRALIA,Queensland,Diving,M,,N
2018,AUSTRALIA,New South Wales,Free diving,M,28,N
2018,BRAZIL,Fernando de Noronha,Surfing,M,20,N
2018,AUSTRALIA,Western Australia,Surfing,M,,N
2017,USA,Hawaii,Surfing,F,54,N
2017,USA,California,Surfing,F,35,N
2017,MALAYSIA,Sepang,Fishing / Wading,M,24,N
2017,BAHAMAS,,Snorkeling,F,25,N
2017,COSTA RICA,Cocos Island,Scuba Diving,M,26,N
2017,COSTA RICA,Cocos Island,Scuba diving,F,49,Y
2017,LIBYA,,2 boats capsized,,,Y
2017,USA,California,Spearfishing,M,25,N
2017,USA,Florida,Surfing,F,14,N
2017,AUSTRALIA,New South Wales,Surfing,M,25,N
2017,CUBA,Holquin Province,Night bathing,M,22,Y
2017,AUSTRALIA,Queensland,Snorkeling,M,7,N
2017,AUSTRALIA,New South Wales,Surfing,M,31,N
2017,USA,Hawaii,Stand-Up Paddleboarding,M,,N
2017,MAURITIUS,Pamplemousses ,Swimming,M,,N
2017,USA,Florida,Surfing ,M,17,N
2017,USA,Florida,Swimming,F,60,N
2017,AUSTRALIA,South Australia,Kayaking / Fishing,F,15,N
2017,NEW ZEALAND,North Island,Kayaking,M,,N
2017,USA,Florida,Swimming,M,,N
2017,USA,Hawaii,Surfing,M,54,N
2017,USA,Hawaii,Snorkeling,F,40,N
2017,SOUTH AFRICA,Western Cape Province,Scuba Diving,M,31,No informed
2017,USA,Florida,Surfing,M,,N
2017,AUSTRALIA,Western Australia,Surfing,M,,N
2017,USA,New York,Surfing,M,33,No informed
2017,USA,Florida,Surfing,M,,N
2017,USA,Florida,Surfing,M,,N
2017,SPAIN,Canary Islands,Body surfing,M,13,N
2017,USA,Florida,Surfing,M,28,N
2017,SOUTH AFRICA,Western Cape Province,Scuba Diving,M,25,No informed
2017,SAMOA, Upolu Island,Fishing,M,,N
2017,AUSTRALIA,Westerm Australia,Fishing,,,N
2017,USA,Florida,Surfing,M,18,N
2017,AUSTRALIA,Westerm Australia,Swimming,M,,N
2017,AUSTRALIA,New South Wales,Surfing,M,35,N
2017,SOLOMON ISLANDS,,Spearfishing,M,,N
2017,SOUTH AFRICA,Western Cape Province,"Swimming, poaching abalone",M,,Y
2017,JAPAN,Shizuoka Prefecture,Surfing,M,42,N
2017,USA,Florida,Swimming,M,,N
2017,USA,Texas,Swimming,F,,N
2017,USA,Florida,Surfing,M,17,N
2017,AUSTRALIA,Victoria,Surfing,M,37,N
2017,USA,Florida,Wading,F,3,N
2017,SPAIN,Castellón,Swimming,F,11,No informed
2017,NEW ZEALAND,North Island,Canoeing,M,,N
2017,USA,Massachusetts,SUP,M,69,N
2017,BAHAMAS,,Spearfishing,M,,N
2017,USA,South Carolina,Swimming,M,13,N
2017,EGYPT,Red Sea Protectorate,Snorkeling,F,20,N
2017,USA,Massachusetts,Fishing,M,34,N
2017,USA,California,Kayaking / Fishing,M,,N
2017,USA,Florida,Skimboarding,M,15,N
2017,USA,South Carolina,Swimming,M,10,No informed
2017,USA,South Carolina,,F,12,N
2017,BAHAMAS,New Providence District,Snorkeling,F,,N
2017,BAHAMAS,40 miles off Grand Bahama Island,Spearfishing,M,,N
2017,"ST HELENA, British overseas territory",Ascension Island,Surfing,M,37,N
2017,USA,New Jersey,,F,,N
2017,SPAIN,Majorca,Swimming,F,,N
2017,USA,Florida,,F,40,N
2017,USA,South Carolina,Swimming,F,8,No informed
2017,USA,California,Kayaking,M,40,N
2017,USA,California,SUP,M,50,N
2017,USA,Washington,Surfing,M,,N
2017,AUSTRALIA,Western Australia,Surfing,M,,N
2017,USA,California,Kayaking,M,,N
2017,USA,Florida,Swimming,M,46,N
2017,MEXICO,Tabasco,Fishing,M,32,N
2017,SOUTH AFRICA,Eastern Cape Province,Surfing,F,13,N
2017,COMOROS,Anjouan,Fishing,,,No informed
2017,USA,South Carolina,Fishing,M,,No informed
2017,USA,South Carolina,Swimming,F,16,N
2017,USA,Florida,Surfing,M,,N
2017,USA,South Carolina,Swimming,F,14,N
2017,REUNION,,Body boarding,M,34,N
2017,SPAIN,Ibiza Island,Swimming,M,82,N
2017,FRENCH POLYNESIA,Marquesas,Surfing,M,,N
2017,BAHAMAS,,Feeding sharks,F,,N
2017,AUSTRALIA,Western Australia,Body boarding,M,48,N
2017,AUSTRALIA,Victoria,Surfing,F,,N
2017,USA,Florida,Surfing,M,19,N
2017,UNITED KINGDOM,South Devon,Surfing ,M,30,N
2017,USA,Florida,Spearfishing,M,,N
2017,BAHAMAS,New Providence ,Snorkeling,F,32,N
2017,USA,South Carolina,Touching a shark,F,20,N
2017,USA,Florida,Feeding sharks,M,,N
2017,AUSTRALIA,New South Wales,Fishing ,M,73,N
2017,UNITED ARAB EMIRATES,"Sharjah, ",Spearfishing,M,41,N
2017,AUSTRALIA,Queensland,Attempting to lasso a shark,M,29,N
2017,MEXICO,Baja California Sur,Snorkeling,M,33,Y
2017,USA,California,Surfing,F,18,No informed
2017,USA,California,Swimming,F,,N
2017,SOUTH AFRICA,Western Cape Province,Surfing,M,14,N
2017,USA,South Carolina,Surfing,F,33,N
2017,REUNION,Saint-Leu,Body boarding,M,28,Y
2017,NEW ZEALAND,South Island,Body boarding,F,20s,N
2017,USA,Florida,Photo shoot,F,,No informed
2017,"ST HELENA, British overseas territory",Ascension Island,Snorkeling,F,40,N
2017,USA,South Carolina,Swimming,M,,No informed
2017,USA,Florida,,,,N
2017,AUSTRALIA,Western Australia,Surfing,F,17,Y
2017,USA,Hawaii,Surfing,M,28,N
2017,USA,Florida,Surfing,M,17,N
2017,USA,Florida,Surfing,F,,N
2017,SOUTH AFRICA,KwaZulu-Natal,Scuba Diving,M,68,No informed
2017,USA,Florida,Surfing,F,35,N
2017,USA,Florida,Paddle boarding,F,10,N
2017,USA,Florida,Swimming,F,21,N
2017,USA,Florida,Swimming,M,16,N
2017,USA,Florida,Swimming,F,51,N
2017,AUSTRALIA,Queensland,Kakaying,M,39,N
2017,USA,Florida,Swimming,F,17,N
2017,USA,Florida,Surfing,M,58,N
2017,AUSTRALIA,New South Wales,Body boarding,M,30,N
2017,USA,California,Kayaking,M,,N
2017,PHILIPPINES,Luzon Island,Spearfishing,M,25,N
2017,BAHAMAS,Great Exuma,Washing hands,M,58,N
2017,AUSTRALIA,Western Australia,Snorkeling,F,,N
2017,AUSTRALIA,Western Australia,Surfing,M,,N
2017,REUNION,Saint-Andre,Body boarding,M,26,Y
2017,AUSTRALIA,Queensland,Spearfishing,M,26,N
2017,USA,Florida,Swimming,M,22,N
2017,BRAZIL,Pernambuco,Grabbing shark for a selfie,F,,N
2017,SOUTH AFRICA,KwaZulu-Natal,Kayak fishing,M,,N
2017,USA,South Carolina,Tagging sharks,,,N
2017,BAHAMAS,Bimini,Scuba Diving,M,37,N
2017,BRAZIL,Pernambuco,Swimming,M,21,N
2017,USA,Florida,,M,Teen,N
2017,AUSTRALIA,Queensland,Scuba Diving,M,55,N
2017,AUSTRALIA,Queensland,Swimming,M,57,N
2017,USA,Florida,,M,,N
2017,INDONESIA,Bali,Surfing,M,48,N
2017,USA,Florida,Wading,M,47,N
2017,AUSTRALIA,New South Wales,Wading,M,20,No informed
2016,USA,Florida,Surfing,M,16,N
2016,AUSTRALIA,Western Australia,Snorkeling,F,,N
2016,SOUTH AFRICA,Western Cape Province,Surf skiing ,M,55,N
2016,AUSTRALIA,Western Australia,Free diving,M,61,N
2016,FRENCH POLYNESIA,Tuamotos,Fishing,M,40s,N
2016,USA,Florida,Surfing,M,19,No informed
2016,AUSTRALIA,New South Wales,Surf fishing,M,20,N
2016,AUSTRALIA,New South Wales,Surfing,M,65,N
2016,AUSTRALIA,Victoria,Fishing,M,73,N
2016,USA,Hawaii,Floating,F,58,N
2016,USA,Florida,Surfing,M,41,N
2016,USA,Florida,Surfing,M,42,N
2016,AUSTRALIA,New South Wales,Surfing,M,36,N
2016,USA,Hawaii,Surfing,M,36,N
2016,AUSTRALIA,Queensland,Surfing,M,,N
2016,USA,Hawaii,Snorkeling,F,66,N
2016,MEXICO,,Cage Diving,M,,No informed
2016,AUSTRALIA,New South Wales,Surfing,M,25,N
2016,USA,Oregon,Surfing,M,29,N
2016,USA,Florida,Surfing,M,21,N
2016,USA,Florida,Surfng,M,32,N
2016,AUSTRALIA,New South Wales,Surfing,M,17,N
2016,USA,Florida,Surfing,M,16,N
2016,USA,Florida,Surfing,M,36,N
2016,USA,Florida,Surfing,M,43,N
2016,USA,California,Surfing,M,43,N
2016,AUSTRALIA,Victoria,Surfing,M,,N
2016,AUSTRALIA,Victoria,Surfing,M,,N
2016,AUSTRALIA,Western Australia,Fishing,,,N
2016,USA,Florida,Wading,M,60s,N
2016,USA,Hawaii,Swimming,F,51,N
2016,NEW CALEDONIA,North Province,Kite surfing,M,50,Y
2016,USA,South Carolina,Boogie boarding,F,12,N
2016,AUSTRALIA,Western Australia,Surfing,M,,N
2016,USA,Florida,Body boarding,M,9,N
2016,USA,California,Spearfishing,M,22,N
2016,USA,Florida,Surfing,M,25,N
2016,USA,Florida,Surfing,M,37,N
2016,REUNION,,Surfing,M,20,N
2016,USA,Florida,Wading,M,49,N
2016,BAHAMAS,New Providence Island,Snorkeling,M,15,N
2016,USA,Hawaii,SUP Foil boarding,M,21,N
2016,USA,Florida,Surfing,M,22,N
2016,SPAIN,Alicante Province,Swimming,M,40,N
2016,CHINA,Hong Kong,Swimming,M,72,N
2016,AUSTRALIA,Western Australia,Kayaking,M,,N
2016,USA,Florida,Lobstering,M,43,N
2016,AUSTRALIA,New South Wales,Surfing,M,18,N
2016,JAPAN,Kochi Prefecture,Surfing,M,29,N
2016,AUSTRALIA,Tasmania,Surfing,M,36,N
2016,BAHAMAS,Abaco Islands,Spearfishing,M,,N
2016,AUSTRALIA,Queensland,Fishing,M,31,N
2016,USA,Alabama,Fishing in Alabama Deep Fishing Rodeo,,,N
2016,USA,Florida,Surfing,F,9,N
2016,USA,Florida,,F,11,N
2016,USA,California,Kite surfing,M,61,N
2016,USA,South Carolina,Swimming,M,,N
2016,BAHAMAS,,Scuba Diving,M,,N
2016,SPAIN,Canary Islands,Wading,F,10,N
2016,USA,California,Fishing for squid,M,,N
2016,USA,Massachusetts,Fishing,M,59,N
2016,USA,California,Fishing for sharks,M,,N
2016,USA,Florida,Swimming,F,42,N
2016,AUSTRALIA,Queensland,Fishing,M,34,N
2016,USA,South Carolina,,M,35,N
2016,USA,North Carolina,Surfing,M,11,N
2016,COLUMBIA,Isla Provedencia,Scuba Diving,M,59,N
2016,SOUTH AFRICA,Western Cape Province,Spearfishing,M,43,N
2016,USA,South Carolina,Floating,M,42,N
2016,USA,Florida,Wading,M,,N
2016,USA,Hawaii,Surfing,M,,N
2016,AUSTRALIA,Western Australia,Spearfishing,M,19,N
2016,USA,Texas,Floating in tube,F,6,N
2016,USA,North Carolina,Standing,M,19,N
2016,USA,South Carolina,Surfing,M,27,No informed
2016,USA,Florida,Swimming,M,64,N
2016,AUSTRALIA,Western Australia,Diving,F,60,Y
2016,EGYPT,Suez,Swimming,M,23,N
2016,AUSTRALIA,New South Wales,Spearfishing,M,,No informed
2016,NEW CALEDONIA,,Kite surfing,M,,N
2016,AUSTRALIA,Western Australia,Surfing,M,29,Y
2016,USA,California,Swimming,F,52,N
2016,USA,Florida,Swimming,M,13,N
2016,USA,Florida,Swimming,F,57,N
2016,USA,Florida,Swimming,F,22,N
2016,USA,Florida,Swimming,F,11,N
2016,USA,Florida,Swimming,M,48,N
2016,USA,Florida,Teasing a shark,F,23,N
2016,USA,Hawaii,Floating,M,59,N
2016,NEW ZEALAND,North Island,Fishing,M,39,N
2016,INDONESIA,Bali,Surfing,M,24,N
2016,USA,Florida,Surfing,M,15,N
2016,SOUTH AFRICA,Western Cape Province,Surf-skiing,M,,N
2016,AUSTRALIA,New South Wales,Swimming,M,12,N
2016,FRENCH POLYNESIA,Tuamotos,Spearfishing,M,22,M
2016,FRENCH POLYNESIA,Tuamotos,Spearfishing,M,26,N
2016,USA,Florida,Spearfishing,M,26,N
2016,NEW CALEDONIA,Grand Terre,Walking,F,69,Y
2016,CAPE VERDE,Boa Vista Island,,M,60,No informed
2016,USA,Florida,Fishing,M,34,N
2016,USA,Florida,SUP,M,,No informed
2016,USA,Hawaii,Snorkeling,F,46,N
2016,AUSTRALIA,New South Wales,Surfing,M,22,N
2016,USA,Florida,,M,Teen,No informed
2016,AUSTRALIA,New South Wales,Surfing,M,41,N
2016,BAHAMAS,,,M,9,N
2016,USA,California,Surfing,,,No informed
2016,USA,Florida,Body surfing,M,19,N
2016,Fiji,Vanua Levu,Diving for beche-de-mer,M,45,Y
2016,USA,Florida,,M,12,N
2016,AUSTRALIA,South Australia,Fishing,M,,N
2016,BRAZIL,Santa Catarina State,Swimming,M,41,N
2016,NEW CALEDONIA,South Province,Kite surfing,M,21,N
2016,NEW CALEDONIA,South Province,Spearfishing,M,31,N
2016,DOMINICAN REPUBLIC,Altagracia Province,Wading,F,,N
2016,CAYMAN ISLANDS,Grand Cayman,Feeding stingrays?,M,65,No informed
2016,AUSTRALIA,Tasmania,Surfing,M,,No informed
2016,AUSTRALIA,Queensland,Walking,F,45,N
2016,AUSTRALIA,New South Wales,Windsurfing,M,40,N
2016,BRAZIL,Balneário Camboriú,Swimming,M,41,N
2016,SOUTH AFRICA,KwaZulu-Natal,Kayak fishing,M,,N
2016,USA,Hawaii,Surfing,M,,N
2016,USA,Hawaii,Surfing,F,15,N
2016,USA,Texas,Spearfishing,M,,N
2016,UNITED ARAB EMIRATES,Fujairah Emirate,Fishing,M,,N
2016,USA,Hawaii,Paddle boarding,M,48,N
2016,AUSTRALIA,Queensland,Surfing,M,,N
2016,AUSTRALIA,Queensland,Wading,M,11,N
2016,AUSTRALIA,Queensland,Spearfishing,M,31,N
2015,SOUTH AFRICA,KwaZulu-Natal,Kayak Fishing,M,,N
2015,SPAIN,Grand Canary Island,Swimming,F,38,N
2015,USA,Hawaii,Paddle boarding,M,71,N
2015,AUSTRALIA,New South Wales,Surfing,M,43,N
2015,BRAZIL,Pernambuco,Scuba diving,M,32,N
2015,ARUBA,,Sea disaster,M,58,Y
2015,AUSTRALIA,New South Wales,Fishing,,,N
2015,BAHAMAS,,Lobster fishing,M,26,N
2015,SOUTH AFRICA,Eastern Cape Province,Swimming / Wading,F,22,N
2015,ECUADOR,Galapagos Islands,Snorkeling,M,55,N
2015,USA,Florida,Surfing,M,,N
2015,USA,Florida,Swimming,F,,N
2015,USA,Florida,Surfing,M,28,N
2015,AUSTRALIA,New South Wales,Surfing,M,20,N
2015,USA,Florida,Surfing,F,9,No informed
2015,USA,Hawaii,Swimming,M,54,N
2015,USA,Florida,Wading,F,28,N
2015,MOZAMBIQUE,Inhambane Province,Fishing,M,19,N
2015,AUSTRALIA,Western Australia,Spearfishing,M,50,N
2015,USA,Hawaii,Body boarding,M,10,N
2015,SOUTH AFRICA,Western Cape Province,Surfing,M,42,N
2015,USA,Florida,Surfing,M,21,N
2015,USA,Florida,Surfing,M,21,N
2015,MOZAMBIQUE,Inhambane Province,Fishing for shrimp,F,35,Y
2015,USA,Hawaii,Surfing,M,32,No informed
2015,USA,Hawaii,Swimming,M,44,N
2015,USA,California,Kayak Fishing,M,,N
2015,USA,South Carolina,Boogie boarding,F,9,N
2015,USA,Hawaii,Surfing,M,25,N
2015,MOZAMBIQUE,Inhambane Province,Fishing,M,,N
2015,AUSTRALIA,Western Australia,Surfing,M,18,N
2015,USA,Florida,Body boarding,M,22,N
2015,USA,Texas,Wading,M,13,N
2015,USA,Florida,Surfing,M,14,N
2015,USA,Florida,Surfing,M,22,N
2015,AUSTRALIA,Queensland,Snorkeling,F,7,N
2015,USA,California,Kayak fishing,M,,N
2015,USA,Florida,Surfing,M,14,N
2015,USA,Hawaii,Spearfishing,M,27,N
2015,USA,Florida,Wading,M,12,N
2015,USA,Florida,Photographing fish,M,16,N
2015,USA,California,Kayak Fishing,M,,N
2015,USA,Florida,Swimming,M,,N
2015,USA,Florida,Surfing,M,20,N
2015,AUSTRALIA,New South Wales,Surfing,M,42,N
2015,USA,California,Stand-Up Paddleboarding,F,50,N
2015,USA,California,Kayak Fishing,M,29,N
2015,AUSTRALIA,New South Wales,Surf-skiing,M,62,N
2015,USA,South Carolina,,M,,N
2015,THAILAND,Phuket,Wading,F,37,N
2015,FIJI,,Spearfishing,M,,N
2015,USA,California,Surfing,F,54,N
2015,USA,California,Surfing,M,21,N
2015,USA,Florida,,M,,No informed
2015,AUSTRALIA,New South Wales,Surfing,M,38,N
2015,USA,South Carolina,Surfing,M,15,N
2015,USA,Florida,Walking,F,10,N
2015,USA,California,Kayak Fishing,M,22,N
2015,SPAIN,Alicante,Swimming,M,10,No informed
2015,USA,California,Spearfishing,M,57,N
2015,AUSTRALIA,New South Wales,Surfing,M,52,N
2015,COSTA RICA,Guanacaste,Surfing,M,47,N
2015,AUSTRALIA,Victoria,Surfing,M,40,No informed
2015,USA,Florida,Surfing,M,25,N
2015,USA,South Carolina,Floating,F,35,No informed
2015,AUSTRALIA,Tasmania,Scallop diving on hookah,M,46,Y
2015,USA,California,Kayak Fishing,M,31,N
2015,AUSTRALIA,Victoria,Surfing,M,40,N
2015,REUNION,,Surfing,M,45,N
2015,SOUTH AFRICA,Eastern Cape Province,Surfing,M,34,N
2015,USA,California,Surfing,M,38,N
2015,USA,California,Treading water,M,39,No informed
2015,FRENCH POLYNESIA,Bora Bora,Swimming,M,,No informed
2015,BAHAMAS,Grand Bahama Island,Spearfishing,F,23,N
2015,USA,North Carolina,,M,32,N
2015,AUSTRALIA,New South Wales,Surfing,M,52,N
2015,AUSTRALIA,New South Wales,Body boarding ,M,32,N
2015,USA,North Carolina,Swimming,M,68,N
2015,AUSTRALIA,New South Wales,Surfing,M,,N
2015,USA,South Carolina,Playing in the water,M,12,N
2015,USA,North Carolina,Swimming,M,18,N
2015,SOUTH AFRICA,Western Cape Province,Body Boarding,M,19,N
2015,USA,Florida,Swimming,F,,No informed
2015,SOUTH AFRICA,Western Cape Province,Surfing,M,23,N
2015,USA,South Carolina,Standing,M,43,N
2015,AUSTRALIA,Western Australia,Swimming,M,19,N
2015,USA,North Carolina,Body surfing?,M,47,N
2015,USA,North Carolina,Swimming,M,6,N
2015,AUSTRALIA,Western Australia,Surfing,F,37,N
2015,USA,South Carolina,Standing,M,9,N
2015,PUERTO RICO,,Spearfishing,M,36,N
2015,USA,Florida,Swimming,M,10,N
2015,USA,North Carolina,Wading,M,16,N
2015,USA,North Carolina,Wading,F,12,N
2015,USA,California,,F,,N
2015,USA,North Carolina,Boogie boarding,F,13,N
2015,USA,Florida,Playing,M,11,N
2015,USA,Florida,Attempting to rescue a shark,F,17,N
2015,REUNION,Le Port,Surfing,M,47,N
2015,USA,Florida,Standing,F,14,N
2015,USA,Florida,Wading,F,19,N
2015,FRENCH POLYNESIA,Rangiroa,Spearfishing,M,19,N
2015,USA,Florida,Swimming,F,13,N
2015,USA,Florida,Surfing,M,18,N
2015,USA,South Carolina,,M,30,N
2015,NEW CALEDONIA,,Snorkeling,M,50,Y
2015,USA,Florida,Swimming,M,,N
2015,AUSTRALIA,New South Wales,Surfing,M,,N
2015,SOUTH AFRICA,Eastern Cape Province,Diving,M,29,N
2015,USA,Hawaii,Snorkeling,F,65,Y
2015,USA,Florida,Wading,M,63,N
2015,AUSTRALIA,South Australia,Surfing,M,26,N
2015,AUSTRALIA,New South Wales,Surf skiing ,M,71,N
2015,USA,Florida,Photographing the shark,M,48,N
2015,REUNION,Saint-Gilles-les-Bains,Surfing,M,13,Y
2015,AUSTRALIA,New South Wales,Paddle boarding,M,,N
2015,USA,Florida,Spearfishing,M,70,N
2015,ITALY,Sardinia,Diving,M,43,No informed
2015,BRAZIL,Pernambuco,Surfing,M,23,No informed
2015,SOUTH AFRICA,Eastern Cape Province,Kayak Fishing,M,36,N
2015,EGYPT,,Swimming,M,52,Y
2015,USA,Hawaii,Standing / Snorkeling,M,58,N
2015,FRENCH POLYNESIA,Bora Bora,Hand feeding sharks,M,9,N
2015,AUSTRALIA,New South Wales,Fishing,M,,N
2015,MEXICO,Sinaloa,Fishing,M,36,N
2015,FRENCH POLYNESIA,Central Tuamotu,Sitting in the water,M,18 months,N
2015,ATLANTIC OCEAN,,Transatlantic Rowing,,,N
2015,REUNION,dÉtang-Salé,Swimming,F,22,Y
2015,AUSTRALIA,New South Wales,Surfing,M,41,Y
2015,AUSTRALIA,New South Wales,Surfing,M,35,N
2015,AUSTRALIA,New South Wales,Bodysurfing,M,,N
2015,AUSTRALIA,Queensland,Rowing,M,57,N
2015,USA,Hawaii,Shark fishing,M,20,N
2015,AUSTRALIA,New South Wales,Surfing,M,,N
2015,SOUTH AFRICA,Eastern Cape Province,Floating,M,24,N
2015,USA,Florida,Fishing,M,,N
2015,AUSTRALIA,New South Wales,Surfing & filming dolphins,F,,No informed
2015,AUSTRALIA,New South Wales,Fishing,M,,N
2015,AUSTRALIA,New South Wales,Filming,M,17,N
2015,USA,Florida,Swimming after falling overboard,M,38,No informed
2015,BAHAMAS,Abaco Islands,Snorkeling,F,34,N
2015,SOUTH AFRICA,Eastern Cape Province,Surfing,M,15,N
2015,USA,Florida,,M,12,N
2014,AUSTRALIA,New South Wales,Surfing,,,N
2014,AUSTRALIA,Western Australia,Spearfishing,M,17,Y
2014,GREECE,,,,,N
2014,SOUTH AFRICA,KwaZulu-Natal,Swimming,,,No informed
2014,USA,California,Surfing,M,50,N
2014,AUSTRALIA,Victoria,Fishing,M,40s,N
2014,JAPAN,,Diving / Filming,M,,N
2014,AUSTRALIA,Queensland,Spearfishing,M,17,Y
2014,SPAIN,Granada,Fishing for blue sharks,M,,N
2014,AUSTRALIA,Western Australia,Surfing,M,13,N
2014,MAURITIUS,Cargados Carajos Shoals (St. Brandon),Fishing,M,39,Y
2014,AUSTRALIA,Western Australia,Fishing,M,,N
2014,USA,California,,,,N
2014,USA,Florida,Surfing,M,44,N
2014,USA,Hawaii,Snorkeling,M,53,N
2014,AUSTRALIA,New South Wales,Surfing,M,,N
2014,USA,Florida,Surfing,M,18,N
2014,USA,Hawaii,Surfing,F,34,N
2014,AUSTRALIA,New South Wales,Surfing,M,20,N
2014,USA,Hawaii,Stand-Up Paddleboarding,F,,N
2014,USA,Hawaii,Stand-Up Paddleboarding,M,,N
2014,USA,California,Canoeing,F,,N
2014,USA,Hawaii,Surfing,M,,N
2014,AUSTRALIA,New South Wales,Surfing,F,13,N
2014,USA,South Carolina,Standing in inner tube,F,7,N
2014,USA,Florida,Body surfing or Boogie boarding,F,,N
2014,AUSTRALIA,Western Australia,Kayaking,M,,N
2014,USA,Florida,Surfing,M,29,N
2014,USA,Florida,Fishing,F,40,N
2014,USA,Florida,Surfing,M,15,N
2014,USA,California,Kayaking,M,,N
2014,USA,California,Kayaking ,M,,N
2014,USA,California,Surfing,M,28,N
2014,AUSTRALIA,Western Australia,Surfing,M,23,N
2014,USA,Florida,Surfing,M,,N
2014,FRENCH POLYNESIA,Moorea,Feeding fish,F,36,N
2014,USA,California,Surfing,M,,No informed
2014,AUSTRALIA,New South Wales,Swimming,M,50,Y
2014,USA,Alabama,Fishing ,M,43,N
2014,USA,Massachusetts,Kayaking ,F,20s,N
2014,USA,Florida,Fishing,M,52,N
